geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
1349	MOSPD3	chr7	+	100209724	100213000	3276	100210414	100212806	2392
23	ENPP2	chr8	-	120569316	120651106	81790	120569760	120651020	81260
10	AMPD3	chr11	+	10476665	10529126	52461	10483066	10527431	44365
973	OGDHL	chr10	-	50942686	50970425	27739	50943273	50966638	23365
912	PPCS	chr1	+	42922164	42926901	4737	42922928	42925597	2669
1002	TSEN34	chr19	+	54695064	54698394	3330	54695215	54697217	2002
1745	RPTN	chr1	-	152126070	152131704	5634	152127219	152130365	3146
611	RNF5	chr6_ssto_hap7	+	3493889	3496298	2409	3494016	3495831	1815
1130	TRAM1	chr8	-	71485452	71520694	35242	71487166	71520434	33268
884	CBX6	chr22	-	39260247	39268258	8011	39262213	39268195	5982
1416	ISCU	chr12	+	108956293	108963160	6867	108957892	108962692	4800
10	CTNND2	chr5	-	10971953	11904155	932202	10973564	11903965	930401
836	HLA-DMA	chr6	-	32916390	32920899	4509	32916640	32920813	4173
812	CDIPT	chr16	-	29869676	29874609	4933	29870509	29874178	3669
642	TP53	chr17	-	7571719	7590868	19149	7576536	7579569	3033
1130	ZNF23	chr16	-	71481502	71496117	14615	71481995	71487978	5983
197	NEK11	chr3	+	130745693	130893981	148288	130748552	130893624	145072
1152	SPHK1	chr17	+	74380689	74383941	3252	74381186	74383667	2481
1927	CDHR2	chr5	+	175969511	176022769	53258	175992353	176022673	30320
904	TMEM91	chr19	+	41883168	41889987	6819	41884214	41889525	5311
207	PCDHGB2	chr5	+	140739702	140892546	152844	140739702	140890740	151038
1073	FERMT3	chr11	+	63974151	63991363	17212	63974836	63990964	16128
117	POMGNT1	chr1	-	46654352	46685977	31625	46654390	46663493	9103
1654	MKRN1	chr7	-	140155982	140179369	23387	140156447	140171804	15357
115	KDM6A	chrX	+	44732420	44971857	239437	44913078	44970656	57578
901	CYP2B7P	chr19	+	41430169	41456565	26396	41456565	41456565	0
115	PKNOX1	chr21	+	44394619	44454041	59422	44433177	44450211	17034
1	DSCAM	chr21	-	41384342	42219039	834697	41384960	42218587	833627
1055	LOC63930	chr20	+	61640734	61716423	75689	61716423	61716423	0
20	KLHL32	chr6	+	97372495	97588630	216135	97414936	97587158	172222
20	KLHL32	chr6	+	97372495	97562618	190123	97414936	97562444	147508
21	IL1R1	chr2	+	102686835	102796334	109499	102774184	102793219	19035
955	TREX1	chr3	+	48506918	48509044	2126	48508084	48508999	915
1768	SLC50A1	chr1	+	155108287	155111334	3047	155108428	155110649	2221
1744	MBNL1-AS1	chr3	-	151980404	151987415	7011	151987415	151987415	0
678	ZNF788	chr19	+	12203077	12225494	22417	12225494	12225494	0
1152	LOC283922	chr16	-	74366303	74402153	35850	74402153	74402153	0
984	LINC00282	chr13	-	52387482	52419286	31804	52419286	52419286	0
814	TRIM10	chr6	-	30119722	30128711	8989	30121464	30128635	7171
1062	NXF1	chr11	-	62559597	62572964	13367	62567793	62572828	5035
893	BMF	chr15	-	40380091	40398639	18548	40383987	40398287	14300
112	MIA-RAB4B	chr19	+	41281441	41302849	21408	41302849	41302849	0
815	N6AMT1	chr21	-	30244512	30257695	13183	30257695	30257695	0
1013	BLOC1S1	chr12	+	56110075	56113491	3416	56113491	56113491	0
1006	PAGE3	chrX	-	55284848	55291165	6317	55291165	55291165	0
1620	CCNT2	chr2	+	135676391	135716915	40524	135716915	135716915	0
637	RNASEK-C17orf49	chr17	+	6915735	6920843	5108	6920843	6920843	0
149	ST20	chr15	-	80191181	80216096	24915	80216096	80216096	0
104	RAD51L3-RFFL	chr17	-	33336130	33448541	112411	33448541	33448541	0
1547	FOXRED1	chr11	+	126139039	126148027	8988	126148027	126148027	0
1547	FOXRED1	chr11	+	126138934	126148027	9093	126148027	126148027	0
155	SLC28A3	chr9	-	86890764	86955694	64930	86955694	86955694	0
1501	CT47A5	chrX	-	120072555	120075873	3318	120073864	120075618	1754
671	TAS2R30	chr12	-	11285883	11286843	960	11285883	11286843	960
1637	OLFM1	chr9	+	137979513	138013030	33517	137979835	138012024	32189
108	EIF2AK2	chr2	-	37332283	37374965	42682	37334415	37374949	40534
216	ENSA	chr1	-	150599521	150602098	2577	150599807	150601946	2139
115	ZNF35	chr3	+	44690232	44702283	12051	44692559	44701439	8880
108	ZNF345	chr19	+	37341259	37370477	29218	37367732	37369199	1467
10	PLBD1	chr12	-	14656596	14720791	64195	14656705	14720630	63925
132	KANK4	chr1	-	62701836	62785083	83247	62703948	62747236	43288
624	AKR1C3	chr10	+	5136567	5140368	3801	5136636	5139790	3154
77	AKR1C3	chr10	+	5090957	5149878	58921	5091003	5149695	58692
152	EDIL3	chr5	-	83236413	83680685	444272	83239237	83680192	440955
84	LITAF	chr16	-	11641577	11680806	39229	11645578	11650586	5008
84	LITAF	chr16	-	11641577	11680806	39229	11643492	11650586	7094
764	NKX2-6	chr8	-	23559963	23564111	4148	23559963	23564111	4148
945	PACSIN3	chr11	-	47199072	47207432	8360	47199481	47204278	4797
766	OTUD1	chr10	+	23728197	23731310	3113	23728386	23729832	1446
935	PPP1R13L	chr19	-	45882891	45909607	26716	45883447	45901576	18129
1404	C6orf203	chr6	+	107349375	107372790	23415	107351308	107372440	21132
33	ALS2CR11	chr2	-	202352143	202483905	131762	202360666	202483853	123187
953	TMEM92	chr17	+	48348766	48358846	10080	48351862	48356669	4807
1805	C3orf80	chr3	+	159943422	159946000	2578	159943422	159944166	744
119	PQBP1	chrX	+	48755212	48760420	5208	48755792	48760361	4569
1263	PABPN1L	chr16	-	88929747	88933068	3321	88930163	88933014	2851
692	GEMIN8	chrX	-	14024844	14048035	23191	14027031	14039597	12566
876	EPHA10	chr1	-	38181645	38230824	49179	38184043	38230738	46695
822	ZNF668	chr16	-	31072163	31076409	4246	31072388	31075780	3392
73	RAB40C	chr16	+	639356	679273	39917	640291	677622	37331
75	ZFYVE28	chr4	-	2271323	2366604	95281	2272451	2343312	70861
616	C6orf201	chr6	+	4079439	4130999	51560	4087875	4130416	42541
1029	ZNF154	chr19	-	58207642	58220579	12937	58213002	58220339	7337
180	MCC	chr5	-	112357795	112824527	466732	112362998	112824111	461113
1735	ARNT	chr1	-	150782180	150849244	67064	150784496	150830934	46438
1618	DUX4L2	chr10	+	135480557	135485241	4684	135480654	135485233	4579
1618	DUX4L2	chr10	+	135487176	135491849	4673	135487273	135491841	4568
683	HOOK2	chr19	-	12873816	12886434	12618	12874095	12886263	12168
1156	SLCO2B1	chr11	+	74870843	74917445	46602	74873749	74915625	41876
1444	BBIP1	chr10	-	112658487	112678694	20207	112660117	112677915	17798
1159	PPCDC	chr15	+	75315926	75343067	27141	75320659	75341576	20917
1000	HOXC8	chr12	+	54402889	54406545	3656	54403068	54405165	2097
2266	CHPF	chr2	-	220403668	220408487	4819	220404104	220408260	4156
177	ARMC2	chr6	+	109169618	109295675	126057	109175470	109294717	119247
651	CLEC4E	chr12	-	8685900	8693558	7658	8687233	8693393	6160
1500	STEAP3	chr2	+	119981383	120023227	41844	120003072	120020914	17842
114	PSTPIP2	chr18	-	43563501	43652250	88749	43568675	43652154	83479
621	NUDT16L1	chr16	+	4743693	4745860	2167	4743727	4745180	1453
121	NIN	chr14	-	51186480	51297839	111359	51190180	51288774	98594
877	WDR87	chr19	-	38375462	38397346	21884	38375571	38388879	13308
37	SH3BP4	chr2	+	235860627	235964358	103731	235943646	235962460	18814
21	C10orf76	chr10	-	103605355	103815932	210577	103607284	103799871	192587
1703	PRKAB2	chr1	-	146626684	146644168	17484	146631143	146643723	12580
1477	WNT2	chr7	-	116916685	116963343	46658	116918208	116963043	44835
658	WEE1	chr11	+	9595227	9611313	16086	9595480	9610149	14669
1963	FXR1	chr3	+	180630233	180700539	70306	180630473	180694080	63607
1691	PLEC	chr8	-	144989314	145050913	61599	144990344	145049537	59193
802	GPX5	chr6	+	28493788	28502728	8940	28493790	28500159	6369
585	GPX5	chr6_cox_hap2	+	15992	24932	8940	15994	22363	6369
1135	EIF4EBP2	chr10	+	72163860	72188374	24514	72164157	72181503	17346
244	TDRD5	chr1	+	179560988	179660407	99419	179561750	179660078	98328
959	RPL18	chr19	-	49118583	49122675	4092	49118628	49122400	3772
818	NRM	chr6	-	30655823	30659197	3374	30656437	30658751	2314
600	NRM	chr6_apd_hap1	-	1967469	1970843	3374	1968083	1970397	2314
85	ARNTL	chr11	+	13299324	13408812	109488	13375855	13408303	32448
149	SH3BGRL	chrX	+	80457302	80554046	96744	80457699	80552726	95027
1717	AGTR1	chr3	+	148415657	148460790	45133	148458822	148459902	1080
1521	CRTAM	chr11	+	122709254	122743347	34093	122709254	122742107	32853
158	POC1B-GALNT4	chr12	-	89913189	89920039	6850	89916589	89919932	3343
158	POC1B-GALNT4	chr12	-	89913189	89920039	6850	89916589	89919672	3083
860	PSMB2	chr1	-	36065142	36097138	31996	36068867	36074943	6076
115	EPPIN-WFDC6	chr20	-	44164918	44176065	11147	44166171	44175996	9825
1647	GPSM1	chr9	+	139249251	139254057	4806	139250213	139252672	2459
1340	ARHGAP19	chr10	-	98981929	99030447	48518	98985878	99030391	44513
954	SNAR-A13	chr19	+	48410934	48411056	122	48411056	48411056	0
954	SNAR-A13	chr19	+	48448178	48448300	122	48448300	48448300	0
1867	XIRP2	chr2	+	168043792	168116261	72469	168067348	168115873	48525
1084	GUSB	chr7	-	65425671	65447301	21630	65425883	65445277	19394
1800	C6orf99	chr6	+	159309618	159331385	21767	159316267	159331245	14978
1486	SLC30A8	chr8	+	118147336	118188953	41617	118159268	118184920	25652
1492	SLC37A4	chr11	-	118895060	118901616	6556	118895619	118899065	3446
200	CAMLG	chr5	+	134074169	134087850	13681	134074310	134086640	12330
915	SLC14A1	chr18	+	43304091	43332485	28394	43310285	43329916	19631
1756	TKTL1	chrX	+	153533408	153558713	25305	153533689	153558038	24349
1756	TKTL1	chrX	+	153524026	153558713	34687	153524212	153558038	33826
1784	VEPH1	chr3	-	157177409	157221415	44006	157177856	157213138	35282
1006	IL6ST	chr5	-	55230924	55290821	59897	55236909	55272106	35197
943	RPL17-C18orf32	chr18	-	47007547	47017954	10407	47009961	47017941	7980
1243	SYNCRIP	chr6	-	86317501	86352640	35139	86322599	86350019	27420
1309	MCTP2	chr15	+	94899163	94946494	47331	94901776	94945786	44010
265	CSRP1	chr1	-	201452657	201475967	23310	201453840	201465431	11591
1151	LOXL1-AS1	chr15	-	74209808	74220301	10493	74220301	74220301	0
1987	HTR3E	chr3	+	183817966	183824783	6817	183818160	183824481	6321
1987	HTR3E	chr3	+	183814851	183824783	9932	183815317	183824481	9164
172	SUFU	chr10	+	104263718	104379220	115502	104263909	104378828	114919
1642	F9	chrX	+	138612894	138645617	32723	138612923	138644230	31307
2091	KIAA0226	chr3	-	197398264	197463797	65533	197401888	197463590	61702
955	WAS	chrX	+	48542185	48549817	7632	48542242	48549553	7311
1022	RDH16	chr12	-	57345215	57351418	6203	57345812	57351246	5434
1010	OR5F1	chr11	-	55761156	55762101	945	55761156	55762101	945
637	OR6A2	chr11	-	6815755	6817139	1384	6815955	6816939	984
1682	LY6D	chr8	-	143866297	143868008	1711	143866636	143867932	1296
605	FAM193A	chr4	+	2627158	2734302	107144	2632731	2733595	100864
951	HUS1	chr7	-	48002884	48019222	16338	48004952	48019116	14164
9	LYRM4	chr6	-	5108652	5261183	152531	5144412	5260966	116554
9	LYRM4	chr6	-	5186833	5261183	74350	5187028	5260966	73938
1223	C15orf40	chr15	-	83659370	83680393	21023	83659384	83680359	20975
1223	C15orf40	chr15	-	83673144	83680393	7249	83673628	83680359	6731
656	TMEM41B	chr11	-	9316638	9336315	19677	9316789	9335988	19199
899	BRCA1	chr17	-	41196311	41276132	79821	41197694	41276113	78419
899	BRCA1	chr17	-	41196311	41277468	81157	41197694	41258543	60849
1986	HTR3D	chr3	+	183749529	183757157	7628	183749529	183756763	7234
2134	CHI3L1	chr1	-	203148058	203155922	7864	203148572	203155751	7179
1141	USH1G	chr17	-	72912175	72919358	7183	72914167	72916621	2454
151	PRKG2	chr4	-	82008523	82075311	66788	82010861	82061790	50929
1433	COLCA2	chr11	+	111169975	111179460	9485	111177252	111179162	1910
686	ATXN3L	chrX	-	13336767	13338518	1751	13336985	13338053	1068
971	SNAR-A4	chr19	-	50595745	50595866	121	50595866	50595866	0
894	C15orf56	chr15	-	40542865	40545110	2245	40544485	40545089	604
1563	GATA2	chr3	-	128198264	128207373	9109	128199861	128205874	6013
752	RAP1GAP	chr1	-	21922707	21995856	73149	21924212	21946525	22313
1115	FGF4	chr11	-	69587796	69590171	2375	69588076	69589852	1776
1529	FGF2	chr4	+	123747862	123819390	71528	123747930	123813551	65621
73	CSNK2A1	chr20	-	463337	524482	61145	464604	489195	24591
1354	H2AFZ	chr4	-	100869243	100871512	2269	100869618	100871327	1709
250	ACSL1	chr4	-	185676748	185747268	70520	185678278	185724668	46390
833	SUB1	chr5	+	32585604	32604185	18581	32588618	32601190	12572
187	LOC285762	chr6	-	119773711	119812467	38756	119812467	119812467	0
1160	LOC283214	chr11	-	75469499	75479692	10193	75479692	75479692	0
184	LINC00992	chr5	+	116751207	116915439	164232	116915439	116915439	0
1693	ZEB2-AS1	chr2	+	145277180	145278465	1285	145278465	145278465	0
911	SEPP1	chr5	-	42799981	42812024	12043	42800821	42808455	7634
1021	AASDH	chr4	-	57215125	57253674	38549	57215390	57250465	35075
117	KIAA0226L	chr13	-	46916134	46961635	45501	46917446	46946610	29164
621	NDUFA9	chr12	+	4758263	4796720	38457	4758292	4796274	37982
1365	NDUFB8	chr10	-	102283485	102289680	6195	102283593	102289608	6015
167	SLC35D2	chr9	-	99082987	99145992	63005	99083523	99145916	62393
858	KCNE1	chr21	-	35818985	35831902	12917	35821542	35821932	390
858	KCNE1	chr21	-	35818985	35828107	9122	35821542	35821932	390
1885	GORAB	chr1	+	170501262	170514929	13667	170501289	170513990	12701
1073	GPR137	chr11	+	64051810	64056972	5162	64051838	64056837	4999
621	PFDN6	chr6_mcf_hap5	+	4731155	4732455	1300	4731377	4732366	989
619	PFDN6	chr6_qbl_hap6	+	4489654	4490954	1300	4489876	4490865	989
734	CHODL	chr21	+	19618191	19639687	21496	19618264	19638355	20091
748	P2RX6	chr22	+	21369441	21382302	12861	21369463	21380906	11443
210	FREM3	chr4	-	144498560	144621828	123268	144498763	144621828	123065
773	MDP1	chr14	-	24683142	24685276	2134	24683251	24685161	1910
74	HLA-A	chr6_mcf_hap5	+	1150097	1295564	145467	1150181	1295135	144954
594	HLA-A	chr6_qbl_hap6	+	1203024	1206454	3430	1203108	1206025	2917
2366	EFHD1	chr2	+	233498206	233547491	49285	233498414	233546429	48015
2006	FETUB	chr3	+	186358148	186370797	12649	186358249	186370420	12171
1096	CRH	chr8	-	67088611	67090846	2235	67089121	67089712	591
198	CRAT	chr9	-	131857072	131873070	15998	131857675	131872788	15113
737	COMT	chr22	+	19929262	19957498	28236	19950049	19956259	6210
1725	PDGFRB	chr5	-	149493401	149535422	42021	149495325	149516610	21285
119	TFE3	chrX	-	48886237	48901043	14806	48887668	48900752	13084
872	DYNLT3	chrX	-	37698088	37706889	8801	37699827	37706763	6936
1304	FUT4	chr11	+	94277016	94283064	6048	94277299	94278892	1593
144	DLST	chr14	+	75348593	75370450	21857	75348656	75369033	20377
1608	DDX46	chr5	+	134094460	134166812	72352	134094628	134164396	69768
792	MIR451B	chr17	+	27188388	27188456	68	27188456	27188456	0
826	KRTAP24-1	chr21	-	31653626	31655276	1650	31654485	31655250	765
1686	SMARCA5-AS1	chr4	-	144434624	144435990	1366	144435990	144435990	0
110	FBXO17	chr19	-	39432040	39466453	34413	39466453	39466453	0
99	PNOC	chr8	+	28174648	28200871	26223	28186674	28196961	10287
816	NR0B1	chrX	-	30322538	30327495	4957	30322695	30327480	4785
120	MUT	chr6	-	49398072	49431041	32969	49399440	49427179	27739
168	MTTP	chr4	+	100485239	100545154	59915	100496066	100544005	47939
817	FOXS1	chr20	-	30432102	30433420	1318	30432352	30433345	993
770	FKBP1B	chr2	+	24272583	24286550	13967	24272719	24286062	13343
1168	HNF4G	chr8	+	76452202	76479061	26859	76452227	76476331	24104
22	HABP2	chr10	+	115312777	115349360	36583	115312880	115348128	35248
138	CORO2B	chr15	+	68871307	69020144	148837	68871601	69018313	146712
1336	ST3GAL6	chr3	+	98451547	98514689	63142	98487284	98512605	25321
617	BRD2	chr6_mcf_hap5	+	4273301	4283033	9732	4277540	4283033	5493
1998	TMEM41A	chr3	-	185207388	185216845	9457	185209324	185216749	7425
1164	WNT11	chr11	-	75897369	75917574	20205	75898108	75917451	19343
1627	MCM6	chr2	-	136597195	136634047	36852	136598404	136633935	35531
1029	ABHD6	chr3	+	58223258	58280461	57203	58242313	58279492	37179
176	MYH15	chr3	-	108099215	108248169	148954	108100391	108248112	147721
849	GOLGA8A	chr15	-	34671269	34729667	58398	34729667	34729667	0
1307	RBM12B-AS1	chr8	+	94752338	94753047	709	94753047	94753047	0
1008	PRORSD1P	chr2	+	55509454	55511607	2153	55511607	55511607	0
970	FLJ26850	chr19	+	50553936	50570052	16116	50570052	50570052	0
899	TREML3P	chr6	-	41176291	41185685	9394	41185685	41185685	0
614	ZFR2	chr19	-	3851810	3869027	17217	3852452	3869015	16563
105	SLFN11	chr17	-	33677328	33700720	23392	33679374	33690826	11452
856	FAM166B	chr9	-	35561826	35563896	2070	35562396	35563825	1429
1815	GABRA1	chr5	+	161275541	161326965	51424	161277816	161324428	46612
309	NLRP3	chr1	+	247579457	247612406	32949	247582096	247611806	29710
961	GAGE12C	chrX	+	49296779	49304144	7365	49297934	49304050	6116
961	GAGE12C	chrX	+	49306335	49313700	7365	49307490	49313606	6116
1988	ECE2	chr3	+	183993798	184010819	17021	183993941	184010026	16085
105	ZSCAN20	chr1	+	33938231	33961995	23764	33944889	33961076	16187
1901	DYNC1I2	chr2	+	172544181	172606668	62487	172546665	172604399	57734
1325	NCAPH	chr2	+	97001478	97042833	41355	97008538	97039089	30551
24	C4orf33	chr4	+	130017281	130033843	16562	130023765	130032946	9181
865	C17orf96	chr17	-	36827958	36831187	3229	36829608	36830748	1140
73	PLEKHM1	chr17_ctg5_hap1	-	128327	183214	54887	183214	183214	0
597	HLA-L	chr6_mann_hap4	+	1575418	1582804	7386	1582804	1582804	0
596	HLA-L	chr6_qbl_hap6	+	1520254	1527642	7388	1527642	1527642	0
596	HLA-L	chr6_ssto_hap7	+	1557339	1564729	7390	1564729	1564729	0
606	DDX39B	chr6_apd_hap1	-	2812683	2819150	6467	2819150	2819150	0
75	DDX39B	chr6_cox_hap2	-	3007657	3019911	12254	3019911	3019911	0
676	FAM66D	chr8	+	11973290	12008698	35408	12008698	12008698	0
1176	LOC283575	chr14	+	77507391	77535846	28455	77535846	77535846	0
1176	LOC102724190	chr14	-	77535522	77542534	7012	77542534	77542534	0
1165	LOC102724153	chr14	-	76041246	76045931	4685	76045931	76045931	0
2437	NEU4	chr2	+	242750159	242758739	8580	242755681	242758374	2693
836	BRD2	chr6	+	32938664	32949282	10618	32940675	32948495	7820
1621	MSL2	chr3	-	135867759	135913310	45551	135869988	135871500	1512
1235	CHM	chrX	-	85224098	85302566	78468	85226571	85302536	75965
1041	APOOP5	chr16	-	59788044	59789095	1051	59789095	59789095	0
76	PARP11	chr12	-	3918026	3982614	64588	3921288	3939080	17792
961	GAGE12D	chrX	+	49296768	49304154	7386	49297934	49304050	6116
961	GAGE12D	chrX	+	49306324	49313710	7386	49307490	49313606	6116
1132	EIF4E3	chr3	-	71728439	71803924	75485	71733832	71748790	14958
986	SSX7	chrX	-	52673110	52683950	10840	52674492	52682522	8030
1029	GUSBP4	chr6	-	58246158	58287724	41566	58287724	58287724	0
1017	MT1DP	chr16	+	56677715	56678853	1138	56678853	56678853	0
14	POLR2J4	chr7	-	43980493	44058748	78255	44058748	44058748	0
1234	SCAND2P	chr15	+	85174690	85185694	11004	85185694	85185694	0
1937	LOC728554	chr5	+	177302261	177311269	9008	177311269	177311269	0
1457	FAM138B	chr2	+	114334958	114336429	1471	114336429	114336429	0
585	FAM138F	chr1	-	34610	36081	1471	36081	36081	0
585	FAM138F	chr19	-	76219	77690	1471	77690	77690	0
585	FAM138A	chr1	-	34610	36081	1471	36081	36081	0
585	FAM138A	chr19	-	76219	77690	1471	77690	77690	0
217	DCLK2	chr4	+	150999425	151178608	179183	151178608	151178608	0
603	PSORS1C3	chr6_dbb_hap3	-	2438652	2442818	4166	2442818	2442818	0
75	PSORS1C3	chr6_mann_hap4	-	2489874	2494044	4170	2494044	2494044	0
1243	LOC146513	chr16	+	86320036	86326995	6959	86326995	86326995	0
1711	SPINK13	chr5	+	147648422	147665773	17351	147649635	147665611	15976
794	LINC01021	chr5	+	27472398	27496508	24110	27496508	27496508	0
222	LINC00886	chr3	-	156465131	156534851	69720	156534851	156534851	0
166	LINC01125	chr2	+	98286205	98319529	33324	98319529	98319529	0
1106	PJA1	chrX	-	68380580	68385365	4785	68381149	68382916	1767
952	RAPGEF3	chr12	-	48128452	48152889	24437	48131349	48152339	20990
111	LRRC4C	chr11	-	40135750	40314680	178930	40314680	40314680	0
1604	LRRC6	chr8	-	133584200	133687863	103663	133687863	133687863	0
980	SLC4A8	chr12	+	51818593	51834963	16370	51834963	51834963	0
835	LOC339666	chr22	+	32772650	32780329	7679	32780329	32780329	0
1356	LINC01349	chr1	-	101092605	101112560	19955	101112560	101112560	0
88	EPS15L1	chr19	-	16472388	16582823	110435	16582823	16582823	0
2165	FCAMR	chr1	-	207131311	207143970	12659	207131994	207143470	11476
1681	PPIAL4G	chr1	-	143767143	143767881	738	143767353	143767848	495
